recovery_id,contract_id,recovery_date,recovery_amount,recovery_method,days_after_default
R00002849,C003728,2025-09-09,1879.49,Collection,30
R00002850,C003728,2026-08-05,783.12,Collection,360
R00002851,C003730,2026-06-08,6967.05,Payment,180
R00002852,C003735,2025-12-09,1168.84,Payment,90
R00002853,C003735,2026-01-08,974.03,Payment,120
R00002854,C003735,2026-03-09,844.16,Payment,180
R00002855,C003736,2026-04-09,12541.39,Settlement,30
R00002856,C003736,2026-05-09,10451.16,Payment,60
R00002857,C003736,2026-06-08,9406.04,Payment,90
R00002858,C003737,2026-05-10,4266.98,Collection,30
R00002859,C003737,2026-06-09,3555.82,Payment,60
R00002860,C003737,2026-08-08,2666.86,Renegotiation,120
R00002861,C003738,2026-01-08,852.61,Payment,90
R00002862,C003738,2026-02-07,710.51,Settlement,120
R00002863,C003740,2026-06-10,321.98,Collection,120
R00002864,C003741,2026-04-11,2956.97,Collection,60
R00002865,C003741,2026-05-11,2661.27,Payment,90
R00002866,C003741,2026-08-09,1922.03,Collection,180
R00002867,C003750,2026-05-11,3897.29,Settlement,90
R00002868,C003750,2026-06-10,3247.74,Payment,120
R00002869,C003756,2026-07-09,16991.52,Settlement,90
R00002870,C003756,2026-08-08,14159.6,Renegotiation,120
R00002871,C003757,2026-01-09,5283.37,Payment,30
R00002872,C003757,2026-06-08,2861.82,Renegotiation,180
R00002873,C003759,2026-04-09,1791.02,Collection,30
R00002874,C003759,2026-06-08,1343.27,Renegotiation,90
R00002875,C003759,2026-07-08,1119.39,Payment,120
R00002876,C003760,2026-03-11,2611.75,Payment,60
R00002877,C003760,2026-05-10,1958.81,Settlement,120
R00002878,C003761,2026-05-10,1420.99,Renegotiation,30
R00002879,C003761,2026-07-09,1065.74,Collection,90
R00002880,C003761,2026-08-08,888.12,Collection,120
R00002881,C003762,2026-05-10,612.28,Renegotiation,30
R00002882,C003762,2026-06-09,510.24,Payment,60
R00002883,C003766,2026-03-12,2689.97,Payment,30
R00002884,C003766,2026-05-11,2017.48,Renegotiation,90
R00002885,C003766,2026-06-10,1681.23,Renegotiation,120
R00002886,C003770,2026-07-10,5061.09,Settlement,30
R00002887,C003776,2026-06-09,221.46,Renegotiation,30
R00002888,C003776,2026-08-08,166.09,Payment,90
R00002889,C003781,2026-08-09,1338.85,Collection,30
R00002890,C003784,2026-06-08,1247.38,Renegotiation,90
R00002891,C003784,2026-07-08,1039.48,Renegotiation,120
R00002892,C003786,2026-04-08,1674.77,Payment,180
R00002893,C003789,2025-03-11,1457.15,Payment,60
R00002894,C003789,2025-04-10,1311.44,Payment,90
R00002895,C003789,2025-07-09,947.15,Payment,180
R00002896,C003789,2026-01-05,728.58,Collection,360
R00002897,C003790,2025-10-09,1675.53,Renegotiation,60
R00002898,C003790,2025-12-08,1256.65,Renegotiation,120
R00002899,C003792,2025-12-10,714.75,Payment,30
R00002900,C003792,2026-01-09,595.63,Payment,60
R00002901,C003792,2026-03-10,446.72,Collection,120
R00002902,C003792,2026-05-09,387.16,Renegotiation,180
R00002903,C003793,2026-02-08,3453.95,Settlement,60
R00002904,C003793,2026-04-09,2590.46,Payment,120
R00002905,C003793,2026-06-08,2245.07,Settlement,180
R00002906,C003797,2026-04-11,577.39,Payment,60
R00002907,C003797,2026-05-11,519.65,Payment,90
R00002908,C003802,2026-01-09,1525.38,Renegotiation,30
R00002909,C003802,2026-04-09,953.36,Payment,120
R00002910,C003804,2026-08-08,1027.37,Collection,120
R00002911,C003806,2025-09-08,9909.24,Collection,60
R00002912,C003806,2025-11-07,7431.93,Payment,120
R00002913,C003815,2025-08-09,1015.48,Payment,60
R00002914,C003815,2025-09-08,913.94,Renegotiation,90
R00002915,C003815,2025-12-07,660.07,Renegotiation,180
R00002916,C003815,2026-06-05,507.74,Settlement,360
R00002917,C003819,2026-07-10,481.66,Payment,30
R00002918,C003820,2026-08-09,8896.45,Collection,30
R00002919,C003822,2026-05-09,1314.48,Payment,60
R00002920,C003822,2026-07-08,985.86,Payment,120
R00002921,C003824,2026-04-09,565.4,Renegotiation,30
R00002922,C003824,2026-07-08,353.38,Settlement,120
R00002923,C003828,2025-08-08,1218.58,Settlement,90
R00002924,C003828,2025-09-07,1015.49,Renegotiation,120
R00002925,C003828,2025-11-06,880.09,Payment,180
R00002926,C003835,2025-12-10,2409.48,Settlement,30
R00002927,C003835,2026-01-09,2007.9,Payment,60
R00002928,C003835,2026-02-08,1807.11,Payment,90
R00002929,C003835,2026-03-10,1505.93,Payment,120
R00002930,C003836,2026-07-10,1621.14,Payment,30
R00002931,C003837,2026-08-09,2362.35,Payment,30
R00002932,C003840,2025-10-08,429.22,Payment,120
R00002933,C003840,2026-06-05,286.15,Settlement,360
R00002934,C003843,2025-07-09,1571.74,Payment,90
R00002935,C003843,2025-10-07,1135.15,Collection,180
R00002936,C003843,2026-04-05,873.19,Payment,360
R00002937,C003848,2025-11-09,1971.35,Settlement,60
R00002938,C003848,2026-01-08,1478.51,Collection,120
R00002939,C003848,2026-03-09,1281.38,Collection,180
R00002940,C003849,2026-08-09,301.56,Payment,30
R00002941,C003850,2025-11-09,1698.26,Collection,30
R00002942,C003850,2026-01-08,1273.69,Renegotiation,90
R00002943,C003852,2026-01-09,1234.9,Settlement,30
R00002944,C003852,2026-04-09,771.81,Payment,120
R00002945,C003853,2026-05-10,1519.14,Payment,30
R00002946,C003853,2026-06-09,1265.95,Payment,60
R00002947,C003853,2026-07-09,1139.35,Settlement,90
R00002948,C003855,2025-09-08,3635.45,Collection,60
R00002949,C003855,2025-10-08,3271.91,Settlement,90
R00002950,C003855,2025-11-07,2726.59,Payment,120
R00002951,C003855,2026-01-06,2363.05,Collection,180
R00002952,C003856,2025-08-09,2601.01,Renegotiation,30
R00002953,C003856,2025-11-07,1625.63,Settlement,120
R00002954,C003856,2026-01-06,1408.88,Payment,180
R00002955,C003860,2026-08-09,2590.06,Settlement,60
R00002956,C003863,2026-04-09,803.4,Settlement,30
R00002957,C003863,2026-05-09,669.5,Payment,60
R00002958,C003863,2026-07-08,502.12,Collection,120
R00002959,C003871,2026-05-10,318.12,Payment,30
R00002960,C003871,2026-06-09,265.1,Payment,60
R00002961,C003871,2026-08-08,198.82,Payment,120
R00002962,C003879,2026-02-09,14433.69,Payment,30
R00002963,C003879,2026-05-10,9021.06,Settlement,120
R00002964,C003879,2026-07-09,7818.25,Renegotiation,180
R00002965,C003881,2026-06-09,6480.63,Collection,30
R00002966,C003881,2026-07-09,5400.52,Payment,60
R00002967,C003881,2026-08-08,4860.47,Payment,90
R00002968,C003883,2026-08-08,4891.47,Collection,90
R00002969,C003884,2026-08-09,658.09,Renegotiation,30
R00002970,C003886,2026-02-08,5137.0,Settlement,60
R00002971,C003886,2026-03-10,4623.3,Settlement,90
R00002972,C003886,2026-04-09,3852.75,Renegotiation,120
R00002973,C003887,2025-11-09,2909.58,Payment,60
R00002974,C003887,2026-01-08,2182.19,Payment,120
R00002975,C003887,2026-03-09,1891.23,Payment,180
R00002976,C003893,2026-08-09,327.38,Payment,30
R00002977,C003896,2026-07-09,770.48,Payment,90
R00002978,C003896,2026-08-08,642.06,Payment,120
R00002979,C003898,2026-04-09,1347.44,Settlement,30
R00002980,C003898,2026-05-09,1122.86,Payment,60
R00002981,C003902,2025-11-09,1517.23,Payment,60
R00002982,C003902,2025-12-09,1365.51,Payment,90
R00002983,C003908,2026-01-09,3629.92,Renegotiation,30
R00002984,C003908,2026-02-08,3024.94,Settlement,60
R00002985,C003908,2026-03-10,2722.44,Renegotiation,90
R00002986,C003908,2026-04-09,2268.7,Renegotiation,120
R00002987,C003918,2026-04-08,1146.25,Collection,180
R00002988,C003919,2026-05-09,352.96,Collection,60
R00002989,C003919,2026-07-08,264.72,Collection,120
R00002990,C003920,2026-06-10,732.47,Settlement,120
R00002991,C003922,2025-08-09,23150.7,Collection,60
R00002992,C003922,2025-09-08,20835.63,Collection,90
R00002993,C003922,2025-10-08,17363.03,Payment,120
R00002994,C003924,2026-04-11,10126.34,Collection,60
R00002995,C003924,2026-06-10,7594.75,Payment,120
R00002996,C003928,2025-09-09,1066.91,Collection,30
R00002997,C003928,2025-10-09,889.09,Settlement,60
R00002998,C003928,2026-02-06,577.91,Payment,180
R00002999,C003928,2026-08-05,444.55,Payment,360
R00003000,C003930,2026-05-10,4934.91,Collection,30
R00003001,C003932,2025-04-09,1188.81,Settlement,30
R00003002,C003932,2025-06-08,891.61,Renegotiation,90
R00003003,C003932,2026-03-05,495.34,Renegotiation,360
R00003004,C003934,2026-07-10,368.46,Collection,30
R00003005,C003934,2026-08-09,307.05,Payment,60
R00003006,C003935,2026-02-09,2967.28,Settlement,30
R00003007,C003935,2026-05-10,1854.55,Payment,120
R00003008,C003941,2026-05-10,3520.25,Renegotiation,30
R00003009,C003941,2026-07-09,2640.19,Collection,90
R00003010,C003944,2026-06-08,3637.13,Renegotiation,180
R00003011,C003950,2025-05-10,30718.24,Payment,30
R00003012,C003950,2025-07-09,23038.68,Payment,90
R00003013,C003950,2025-08-08,19198.9,Collection,120
R00003014,C003950,2025-10-07,16639.05,Payment,180
R00003015,C003959,2026-01-08,7479.77,Renegotiation,90
R00003016,C003959,2026-02-07,6233.14,Renegotiation,120
R00003017,C003959,2026-04-08,5402.06,Payment,180
R00003018,C003963,2026-06-09,3118.82,Payment,30
R00003019,C003963,2026-07-09,2599.02,Payment,60
R00003020,C003964,2025-07-10,4993.77,Payment,30
R00003021,C003964,2025-09-08,3745.33,Payment,90
R00003022,C003969,2026-03-11,5365.11,Payment,60
R00003023,C003969,2026-05-10,4023.83,Renegotiation,120
R00003024,C003970,2026-01-09,2295.94,Payment,60
R00003025,C003970,2026-03-10,1721.96,Renegotiation,120
R00003026,C003970,2026-05-09,1492.36,Settlement,180
R00003027,C003975,2026-06-09,736.47,Payment,30
R00003028,C003976,2026-08-09,2478.03,Renegotiation,60
R00003029,C003977,2025-10-09,1231.84,Renegotiation,60
R00003030,C003977,2025-11-08,1108.66,Payment,90
R00003031,C003977,2025-12-08,923.88,Payment,120
R00003032,C003977,2026-08-05,615.92,Payment,360
R00003033,C003979,2025-12-09,294.27,Payment,60
R00003034,C003979,2026-01-08,264.85,Settlement,90
R00003035,C003979,2026-04-08,191.28,Settlement,180
R00003036,C003981,2025-03-12,14183.62,Payment,30
R00003037,C003981,2025-04-11,11819.69,Payment,60
R00003038,C003981,2025-05-11,10637.72,Payment,90
R00003039,C003981,2026-02-05,5909.84,Renegotiation,360
R00003040,C003987,2026-01-09,2348.74,Renegotiation,30
R00003041,C003987,2026-03-10,1761.55,Payment,90
R00003042,C003987,2026-04-09,1467.96,Settlement,120
R00003043,C003990,2026-03-12,1404.5,Settlement,30
R00003044,C003990,2026-05-11,1053.37,Collection,90
R00003045,C003990,2026-08-09,760.77,Payment,180
R00003046,C003991,2026-04-09,488.67,Collection,30
R00003047,C003991,2026-05-09,407.22,Payment,60
R00003048,C003991,2026-06-08,366.5,Settlement,90
R00003049,C003991,2026-07-08,305.42,Payment,120
R00003050,C003992,2025-12-10,526.01,Collection,30
R00003051,C003992,2026-01-09,438.34,Renegotiation,60
R00003052,C003992,2026-05-09,284.92,Collection,180
R00003053,C003996,2026-07-10,3732.38,Settlement,30
R00003054,C003998,2026-05-09,4728.82,Payment,60
R00003055,C003998,2026-06-08,4255.93,Collection,90
R00003056,C003999,2026-02-09,2027.81,Collection,30
R00003057,C004000,2026-08-09,2228.0,Renegotiation,60
R00003058,C004004,2026-02-09,1143.1,Renegotiation,30
R00003059,C004004,2026-07-09,619.18,Payment,180
R00003060,C004007,2026-02-09,4369.22,Collection,30
R00003061,C004007,2026-05-10,2730.76,Settlement,120
R00003062,C004007,2026-07-09,2366.66,Payment,180
R00003063,C004008,2025-07-10,13731.89,Collection,30
R00003064,C004008,2026-06-05,5721.62,Payment,360
R00003065,C004014,2026-04-10,1254.57,Collection,90
R00003066,C004014,2026-05-10,1045.47,Payment,120
R00003067,C004014,2026-07-09,906.07,Renegotiation,180
R00003068,C004029,2026-03-10,3434.54,Settlement,90
R00003069,C004029,2026-04-09,2862.11,Collection,120
R00003070,C004029,2026-06-08,2480.5,Collection,180
R00003071,C004030,2026-01-08,2201.4,Collection,120
R00003072,C004030,2026-03-09,1907.88,Renegotiation,180
R00003073,C004033,2026-05-10,978.81,Settlement,30
R00003074,C004033,2026-06-09,815.67,Payment,60
R00003075,C004035,2026-07-10,2852.43,Renegotiation,30
R00003076,C004035,2026-08-09,2377.03,Settlement,60
R00003077,C004039,2026-05-10,3107.69,Collection,30
R00003078,C004039,2026-06-09,2589.74,Settlement,60
R00003079,C004040,2026-08-09,118.55,Payment,30
R00003080,C004044,2025-05-10,957.84,Collection,30
R00003081,C004044,2025-06-09,798.2,Payment,60
R00003082,C004044,2025-07-09,718.38,Renegotiation,90
R00003083,C004044,2026-04-05,399.1,Payment,360
R00003084,C004045,2026-06-09,21346.84,Payment,30
R00003085,C004045,2026-08-08,16010.13,Settlement,90
R00003086,C004046,2025-06-09,2557.03,Payment,60
R00003087,C004046,2025-10-07,1662.07,Payment,180
R00003088,C004046,2026-04-05,1278.52,Payment,360
R00003089,C004050,2025-12-10,2407.1,Renegotiation,30
R00003090,C004050,2026-01-09,2005.92,Renegotiation,60
R00003091,C004050,2026-02-08,1805.33,Payment,90
R00003092,C004050,2026-05-09,1303.85,Renegotiation,180
R00003093,C004053,2026-08-09,866.99,Payment,30
R00003094,C004054,2026-01-08,3054.84,Settlement,90
R00003095,C004054,2026-04-08,2206.27,Settlement,180
R00003096,C004058,2026-04-10,1759.42,Renegotiation,90
R00003097,C004058,2026-05-10,1466.18,Payment,120
R00003098,C004059,2026-06-09,1707.78,Payment,30
R00003099,C004059,2026-07-09,1423.15,Payment,60
R00003100,C004060,2026-07-10,2357.01,Payment,30
R00003101,C004060,2026-08-09,1964.17,Payment,60
R00003102,C004062,2026-02-09,1505.98,Renegotiation,30
R00003103,C004062,2026-04-10,1129.49,Payment,90
R00003104,C004065,2026-06-09,1537.81,Renegotiation,30
R00003105,C004065,2026-07-09,1281.51,Payment,60
R00003106,C004067,2026-05-10,5445.07,Payment,30
R00003107,C004067,2026-06-09,4537.56,Payment,60
R00003108,C004067,2026-08-08,3403.17,Payment,120
R00003109,C004070,2025-12-09,4403.04,Payment,60
R00003110,C004070,2026-01-08,3962.73,Payment,90
R00003111,C004070,2026-02-07,3302.28,Payment,120
R00003112,C004070,2026-04-08,2861.97,Renegotiation,180
R00003113,C004074,2026-06-09,2333.72,Payment,60
R00003114,C004074,2026-08-08,1750.29,Collection,120
R00003115,C004077,2026-07-09,222.56,Payment,60
R00003116,C004077,2026-08-08,200.3,Payment,90
R00003117,C004080,2026-04-09,529.71,Payment,30
R00003118,C004080,2026-05-09,441.43,Renegotiation,60
R00003119,C004084,2026-03-11,5507.52,Collection,60
R00003120,C004085,2025-08-09,4447.83,Renegotiation,30
R00003121,C004085,2025-10-08,3335.87,Payment,90
R00003122,C004085,2025-11-07,2779.89,Settlement,120
R00003123,C004085,2026-07-05,1853.26,Payment,360
R00003124,C004088,2026-03-11,1238.99,Payment,60
R00003125,C004088,2026-04-10,1115.09,Payment,90
R00003126,C004090,2025-11-09,1481.84,Payment,30
R00003127,C004090,2026-01-08,1111.38,Payment,90
R00003128,C004090,2026-04-08,802.66,Collection,180
R00003129,C004094,2026-08-09,7592.83,Payment,30
R00003130,C004096,2025-08-08,5337.98,Collection,120
R00003131,C004096,2025-10-07,4626.25,Renegotiation,180
R00003132,C004096,2026-04-05,3558.66,Payment,360
R00003133,C004097,2026-08-09,3059.36,Payment,30
R00003134,C004099,2026-05-10,778.31,Settlement,30
R00003135,C004099,2026-06-09,648.59,Collection,60
R00003136,C004099,2026-08-08,486.44,Payment,120
R00003137,C004102,2026-01-09,4361.61,Payment,30
R00003138,C004102,2026-06-08,2362.54,Renegotiation,180
R00003139,C004104,2025-08-09,664.16,Collection,30
R00003140,C004104,2026-01-06,359.76,Collection,180
R00003141,C004104,2026-07-05,276.73,Renegotiation,360
R00003142,C004106,2026-04-09,1135.08,Payment,30
R00003143,C004106,2026-05-09,945.9,Renegotiation,60
R00003144,C004106,2026-07-08,709.43,Collection,120
R00003145,C004107,2025-10-09,18373.15,Payment,60
R00003146,C004107,2026-08-05,9186.57,Payment,360
R00003147,C004108,2026-01-09,13900.11,Collection,30
R00003148,C004108,2026-04-09,8687.57,Payment,120
R00003149,C004109,2025-11-09,3932.93,Settlement,30
R00003150,C004109,2025-12-09,3277.44,Payment,60
R00003151,C004109,2026-02-07,2458.08,Collection,120
R00003152,C004110,2026-08-08,6189.86,Payment,90
R00003153,C004112,2025-12-10,8907.05,Renegotiation,30
R00003154,C004112,2026-01-09,7422.54,Payment,60
R00003155,C004114,2026-03-12,583.42,Renegotiation,30
R00003156,C004114,2026-04-11,486.18,Payment,60
R00003157,C004114,2026-05-11,437.56,Collection,90
R00003158,C004114,2026-08-09,316.02,Collection,180
R00003159,C004117,2026-04-11,1086.69,Renegotiation,60
R00003160,C004117,2026-05-11,978.02,Settlement,90
R00003161,C004117,2026-06-10,815.02,Payment,120
R00003162,C004119,2025-08-09,5651.23,Renegotiation,30
R00003163,C004119,2025-09-08,4709.36,Payment,60
R00003164,C004119,2025-10-08,4238.42,Settlement,90
R00003165,C004119,2026-01-06,3061.08,Collection,180
R00003166,C004121,2025-11-09,758.63,Payment,30
R00003167,C004121,2026-02-07,474.14,Renegotiation,120
R00003168,C004122,2026-05-10,1462.46,Renegotiation,30
R00003169,C004122,2026-06-09,1218.72,Settlement,60
R00003170,C004122,2026-08-08,914.04,Renegotiation,120
R00003171,C004125,2025-12-10,578.05,Collection,30
R00003172,C004125,2026-02-08,433.54,Payment,90
R00003173,C004125,2026-03-10,361.28,Payment,120
R00003174,C004140,2026-02-09,1718.64,Renegotiation,30
R00003175,C004140,2026-05-10,1074.15,Payment,120
R00003176,C004140,2026-07-09,930.93,Renegotiation,180
R00003177,C004146,2025-10-08,1610.17,Payment,120
R00003178,C004146,2026-06-05,1073.45,Payment,360
R00003179,C004150,2025-12-10,928.63,Renegotiation,30
R00003180,C004150,2026-01-09,773.86,Collection,60
R00003181,C004152,2026-03-12,904.13,Renegotiation,30
R00003182,C004152,2026-04-11,753.44,Payment,60
R00003183,C004153,2025-04-09,3518.2,Collection,30
R00003184,C004153,2025-06-08,2638.65,Settlement,90
R00003185,C004155,2026-07-10,9632.21,Payment,30
R00003186,C004157,2026-08-09,6114.67,Renegotiation,60
R00003187,C004158,2026-06-08,382.73,Renegotiation,90
R00003188,C004158,2026-07-08,318.94,Renegotiation,120
R00003189,C004159,2025-06-09,4278.14,Payment,30
R00003190,C004159,2025-08-08,3208.61,Collection,90
R00003191,C004159,2025-11-06,2317.33,Payment,180
R00003192,C004161,2026-08-09,1162.87,Payment,30
R00003193,C004165,2026-07-10,13564.34,Collection,30
R00003194,C004167,2026-01-09,1005.2,Collection,30
R00003195,C004167,2026-03-10,753.9,Payment,90
R00003196,C004176,2026-05-09,1464.89,Collection,60
R00003197,C004176,2026-07-08,1098.67,Collection,120
R00003198,C004179,2026-07-09,2754.74,Payment,90
R00003199,C004183,2026-08-09,322.92,Renegotiation,60
R00003200,C004187,2026-04-11,14754.21,Renegotiation,60
R00003201,C004187,2026-05-11,13278.79,Payment,90
R00003202,C004187,2026-08-09,9590.24,Renegotiation,180
R00003203,C004189,2026-01-09,1796.73,Renegotiation,60
R00003204,C004189,2026-02-08,1617.06,Payment,90
R00003205,C004189,2026-03-10,1347.55,Collection,120
R00003206,C004191,2026-05-11,1598.24,Payment,90
R00003207,C004191,2026-06-10,1331.87,Payment,120
R00003208,C004194,2026-06-09,288.2,Payment,30
R00003209,C004194,2026-07-09,240.16,Payment,60
R00003210,C004194,2026-08-08,216.15,Settlement,90
R00003211,C004195,2026-08-09,2676.18,Payment,60
R00003212,C004200,2026-02-08,1196.53,Payment,60
R00003213,C004200,2026-03-10,1076.88,Collection,90
R00003214,C004202,2025-12-09,4444.98,Renegotiation,90
R00003215,C004202,2026-03-09,3210.26,Payment,180
R00003216,C004206,2026-03-11,3218.78,Payment,60
R00003217,C004207,2025-06-09,1187.73,Renegotiation,60
R00003218,C004207,2025-07-09,1068.96,Payment,90
R00003219,C004207,2025-08-08,890.8,Payment,120
R00003220,C004211,2026-07-10,6191.36,Renegotiation,30
R00003221,C004213,2026-03-10,6731.26,Payment,90
R00003222,C004213,2026-04-09,5609.38,Renegotiation,120
R00003223,C004213,2026-06-08,4861.47,Payment,180
R00003224,C004214,2025-10-10,3368.91,Collection,30
R00003225,C004214,2025-11-09,2807.43,Settlement,60
R00003226,C004214,2025-12-09,2526.69,Settlement,90
R00003227,C004216,2025-08-09,18748.91,Collection,30
R00003228,C004216,2025-10-08,14061.69,Settlement,90
R00003229,C004216,2026-01-06,10155.66,Settlement,180
R00003230,C004218,2026-01-08,2168.52,Payment,90
R00003231,C004219,2026-01-09,4040.04,Renegotiation,30
R00003232,C004219,2026-03-10,3030.03,Payment,90
R00003233,C004219,2026-06-08,2188.35,Settlement,180
R00003234,C004221,2026-04-09,694.84,Payment,120
R00003235,C004222,2025-11-09,1577.81,Payment,30
